1681, 8.7073272298,  1.4840904056,
1682, 9.9479771238,  2.4476720750,
1683, 7.5552001486,  2.4615641528,
1684, 7.9856051830,  1.5104454942,
1685, 7.9617982754,  2.4598845256,
1686, 8.0638749251,  2.4509944600,
1687, 7.9403177103,  1.5249186089,
1688, 9.7027345806,  1.5287121875,
1689, 7.7810858235,  1.5324231817,
1690, 8.4875734973,  1.4488264950,
1691, 9.6026120505,  2.4345491789,
1692, 8.0920780346,  2.4282187475,
1693, 9.2462468118,  1.5770546219,
1694, 8.7772298776,  1.5797700389,
1695, 9.3775280672,  1.5889347233,
1696, 9.7292939592,  2.4248805000,
1697, 9.4196309554,  2.4162643983,
1698, 7.7229882329,  1.6150446281,
1699, 8.2111891454,  1.4078313808,
1700, 9.4478327348,  1.6239847475,
1701, 8.6400286675,  1.3983695506,
1702, 9.3584921092,  1.9161259411,
1703, 7.8338100483,  1.2029396900,
1704, 8.8609236053,  1.9229173742,
1705, 7.8729400895,  2.2355709150,
1706, 9.8705335780,  1.9121354508,
1707, 7.8403815161,  1.2048553061,
1708, 8.6285420344,  1.2285289369,
1709, 7.5645627724,  1.8723257425,
1710, 8.9780916272,  1.8629314822,
1711, 8.0611002169,  2.2517987100,
1712, 9.0474036139,  1.1957782050,
1713, 9.3237211313,  1.1955053656,
1714, 8.0506305916,  1.1881398144,
1715, 9.2324907596,  1.1892007864,
1716, 8.3100422961,  2.2175979867,
1717, 8.6871885575,  1.9443271083,
1718, 9.5167037227,  1.1577178242,
1719, 8.7483602500,  2.4898436692,
1720, 9.4114694345,  2.0948097194,
1721, 8.2721943278,  2.1194692544,
1722, 9.1674548703,  2.0925528039,
1723, 9.5803521583,  2.0919931950,
1724, 9.5948663029,  2.1299056275,
1725, 8.6689009069,  2.1308508933,
1726, 9.3574644289,  2.0752827944,
1727, 9.1418276878,  2.1328085344,
1728, 9.4947340689,  2.1385850489,
1729, 7.6635411019,  2.0689080672,
1730, 7.6801174007,  2.1379838978,
1731, 7.8720677636,  2.1373443953,
1732, 7.7268015673,  2.0643624786,
1733, 7.9498584541,  2.1408228067,
1734, 9.3690571962,  2.0015156889,
1735, 9.6056458126,  2.0017065367,
1736, 8.8294549110,  1.1492435522,
1737, 9.3723184851,  2.1771965450,
1738, 8.4903875415,  2.0150013725,
1739, 7.9282628243,  1.1278837442,
1740, 8.2566017743,  2.1657973736,
1741, 8.1769830743,  2.1607252122,
1742, 8.5014093150,  2.1599567578,
1743, 8.7635326479,  2.1577230600,
1744, 8.7636184879,  2.1573380600,
1745, 8.1002848808,  1.1042707931,
1746, 7.7766251915,  1.1018258967,
1747, 8.5180636642,  1.0965600775,
1748, 8.5938748419,  2.4538467983,
1749, 7.5419142776,  0.6999651883,
1750, 7.6257737333,  0.0519505250,
1751, 9.5979269084,  1.5032688050,
1752, 8.9673143460,  1.6235587711,
1753, 9.5948859577,  1.4991585344,
1754, 9.7005873046,  0.9463717961,
1755, 9.1743259015,  0.7814698350,
1756, 10.5567349983,  2.0419051489,
1757, 10.4693601429,  2.0255541883,
